Date_Time,   npoints,   u_starr,   taur,   Hcr,   LE_wplr,   Evap,   Fc_wplr,  Fc_wpl_umol,   CO2_conc,  CO2_PPM,   CO2_sig_str,   H2O_conc,   H2O_sig_str,   Temp_amb,  Amb_Press,   wind_speed,   wind_dir_sonic,  obukhov,  zeta,  rou,  sigmaw_ustar,  Xmax,  XR90
TS,   Tot,   m/s,   Kg(m s^2),   W/m^2,   W/m^2,   L/m^2,   mg/(m^2 s),  umol/(m^2 s),   mg/m^3,  PPM,   arb,   g/m^3,   arb,   C,  kPa,   m/s,   deg,   m,   arb,   m,  arb,   m,  m,  
18/01/28 18:30 19:00,  18000.0,   0.479608,   -0.282573,   73.589562,   160.572243,   0.114313,   -0.016738,   -0.380322,   739.191806,   396.024286,   0.954829,   2.457059,   0.941276,   0.725917,   96.675881,   10.375124,   103.302984,   -115.176514,   -0.017365,   0.000340,   2.356371,   53.787624,   107.575247,  
18/01/28 19:00 19:30,  18000.0,   0.467390,   -0.268306,   83.483850,   168.614510,   0.119978,   -0.022877,   -0.519811,   738.768104,   395.876095,   0.954926,   2.449871,   0.941308,   0.869800,   96.706851,   10.357959,   100.512561,   -94.760470,   -0.021106,   0.000323,   2.552826,   51.735256,   103.470511,  
18/01/28 19:30 20:00,  18000.0,   0.432138,   -0.229580,   65.020638,   127.910599,   0.090930,   -0.022068,   -0.501438,   739.349565,   395.802801,   0.954518,   2.551748,   0.940970,   0.608877,   96.738478,   9.742475,   96.748054,   -96.465021,   -0.020733,   0.000276,   2.669096,   53.884260,   107.768519,  
18/01/28 20:00 20:30,  17999.0,   0.386930,   -0.184343,   66.273596,   123.503375,   0.087719,   -0.032289,   -0.733691,   739.722033,   395.389884,   0.954653,   2.547885,   0.941105,   0.188078,   96.751284,   8.869667,   97.064853,   -68.317344,   -0.029275,   0.000221,   2.972343,   55.036595,   110.073190,  
18/01/28 20:30 21:00,  18000.0,   0.361783,   -0.161477,   72.003856,   112.002405,   0.079361,   -0.037893,   -0.861020,   741.071444,   395.333933,   0.954369,   2.523717,   0.941011,   -0.407836,   96.749102,   8.410862,   97.969428,   -52.229652,   -0.038292,   0.000193,   3.238153,   54.845861,   109.691723,  
18/01/28 21:00 21:30,  18000.0,   0.462205,   -0.263542,   69.363380,   125.596830,   0.089149,   -0.022734,   -0.516575,   740.520695,   395.071619,   0.954414,   2.527342,   0.940992,   -0.314841,   96.762870,   9.237693,   98.075146,   -111.593820,   -0.017922,   0.000316,   2.335282,   56.163314,   112.326628,  
18/01/28 21:30 22:00,  18000.0,   0.400552,   -0.198120,   52.911238,   106.978505,   0.076006,   -0.044647,   -1.014484,   740.748233,   394.801035,   0.954594,   2.523241,   0.941020,   -0.580865,   96.795054,   7.131115,   86.956593,   -94.235338,   -0.021223,   0.000237,   2.547127,   60.217498,   120.434995,  
18/01/28 22:00 22:30,  17999.0,   0.465855,   -0.270035,   92.834199,   33.401794,   0.022722,   -0.094963,   -2.157783,   747.267758,   395.258697,   0.954168,   2.418842,   0.940846,   -2.401512,   96.853030,   3.745717,   55.930446,   -92.304442,   -0.021667,   0.000321,   3.037720,   45.160418,   90.320836,  
18/01/28 22:30 23:00,  18000.0,   0.396091,   -0.196438,   63.430279,   49.559558,   0.034652,   -0.049205,   -1.118058,   750.349668,   394.417196,   0.953999,   2.330029,   0.940433,   -4.075560,   96.911452,   3.334941,   65.068921,   -81.242714,   -0.024618,   0.000232,   3.268887,   49.860851,   99.721702,  
18/01/28 23:00 23:30,  18000.0,   0.233059,   -0.068045,   50.248592,   44.396250,   0.031121,   -0.035268,   -0.801379,   750.456319,   394.265974,   0.954004,   2.330047,   0.940595,   -4.177004,   96.937912,   2.985193,   87.991773,   -20.784097,   -0.096227,   0.000080,   5.130228,   57.922481,   115.844962,  
18/01/28 23:30 24:00,  17999.0,   0.242510,   -0.073714,   52.275236,   43.858587,   0.030718,   -0.041297,   -0.938364,   751.177041,   394.439522,   0.954050,   2.300821,   0.940573,   -4.264462,   96.946590,   2.868143,   85.895750,   -22.564131,   -0.088636,   0.000087,   4.864349,   58.187505,   116.375010,  
18/01/29 0:00 0:30,  18000.0,   0.213898,   -0.057419,   48.485544,   41.077172,   0.028788,   -0.031809,   -0.722774,   752.717171,   394.744479,   0.954032,   2.230214,   0.940481,   -4.568611,   96.958381,   2.897427,   88.112473,   -16.688143,   -0.119846,   0.000068,   4.823538,   66.043873,   132.087746,  
18/01/29 0:30 1:00,  18000.0,   0.121242,   -0.018456,   27.298957,   24.109178,   0.016918,   -0.017981,   -0.408570,   753.393218,   394.935492,   0.954882,   2.173625,   0.941002,   -4.690075,   96.967497,   1.015916,   108.167403,   -5.388122,   -0.371187,   0.000022,   11.566467,   56.171193,   112.342386,  
18/01/29 1:00 1:30,  18000.0,   0.092755,   -0.010795,   9.665298,   8.838434,   0.006207,   -0.006333,   -0.143893,   753.047380,   394.995745,   0.955000,   2.174888,   0.941709,   -4.560050,   96.978996,   0.190746,   73.448616,   -6.804003,   -0.293945,   0.000020,   13.428429,   62.036572,   124.073143,  
18/01/29 1:30 2:00,  17999.0,   0.080888,   -0.008202,   13.354583,   10.213225,   0.007144,   -0.008714,   -0.198009,   751.649793,   394.617692,   0.955000,   2.245336,   0.941715,   -4.303964,   96.981408,   0.762256,   254.570153,   -3.291683,   -0.607592,   0.000023,   18.820986,   52.325892,   104.651784,  
18/01/29 2:00 2:30,  18000.0,   0.358132,   -0.159545,   65.116680,   38.711552,   0.026952,   -0.058554,   -1.330487,   744.586929,   393.955826,   0.954999,   2.260715,   0.941492,   -2.152284,   96.977478,   2.368785,   63.484285,   -59.100857,   -0.033840,   0.000189,   3.747669,   49.275548,   98.551096,  
18/01/29 2:30 3:00,  18000.0,   0.387060,   -0.186104,   36.147957,   44.187064,   0.031235,   -0.036588,   -0.831372,   744.832978,   394.630868,   0.954989,   2.247572,   0.941001,   -1.657995,   96.967785,   3.002570,   61.140911,   -129.953726,   -0.015390,   0.000221,   3.696519,   46.211950,   92.423901,  
18/01/29 3:00 3:30,  18000.0,   0.335908,   -0.140345,   55.940105,   41.583190,   0.029162,   -0.040447,   -0.919056,   746.215803,   394.859974,   0.954988,   2.134821,   0.941003,   -1.965151,   96.965945,   2.437954,   55.216356,   -56.306569,   -0.035520,   0.000167,   4.372846,   46.334315,   92.668630,  
18/01/29 3:30 4:00,  17999.0,   0.236125,   -0.069499,   28.017589,   27.561970,   0.019433,   -0.016685,   -0.379124,   747.740151,   394.811361,   0.955000,   2.065748,   0.941020,   -2.553729,   96.967525,   1.752438,   48.224488,   -38.556257,   -0.051872,   0.000082,   7.214702,   43.546916,   87.093833,  
18/01/29 4:00 4:30,  18000.0,   0.290162,   -0.104976,   26.921817,   33.600264,   0.023758,   -0.012918,   -0.293538,   747.925158,   394.804417,   0.954632,   2.116728,   0.941031,   -2.645626,   96.962746,   2.004628,   63.805060,   -73.435889,   -0.027235,   0.000124,   4.475589,   52.368044,   104.736089,  
18/01/29 4:30 5:00,  18000.0,   0.179921,   -0.040272,   26.501328,   38.105864,   0.026989,   -0.031892,   -0.724665,   745.413254,   394.359092,   0.954984,   2.204150,   0.941000,   -1.776474,   96.954115,   2.296870,   82.027333,   -17.604870,   -0.113605,   0.000048,   6.235010,   63.407694,   126.815388,  
18/01/29 5:00 5:30,  17999.0,   0.241658,   -0.072283,   40.014052,   69.378548,   0.049262,   -0.024891,   -0.565589,   743.575246,   395.384783,   0.954024,   2.329664,   0.940602,   -0.538613,   96.948310,   5.150635,   92.317168,   -27.812741,   -0.071909,   0.000086,   4.811941,   58.891944,   117.783888,  
18/01/29 5:30 6:00,  18000.0,   0.267779,   -0.088798,   57.431705,   87.816732,   0.062256,   -0.034438,   -0.782505,   743.618263,   395.209425,   0.954000,   2.345247,   0.940674,   -0.775695,   96.948211,   6.744031,   98.720706,   -26.646838,   -0.075056,   0.000106,   4.837161,   53.155285,   106.310571,  
18/01/29 6:00 6:30,  18000.0,   0.326672,   -0.131961,   54.506206,   101.488886,   0.072137,   -0.022780,   -0.517621,   742.045612,   394.944277,   0.954037,   2.311290,   0.940843,   -0.332917,   96.954230,   7.333655,   98.476348,   -50.105724,   -0.039916,   0.000158,   3.441896,   57.644322,   115.288644,  
18/01/29 6:30 7:00,  18000.0,   0.330773,   -0.134961,   53.041471,   107.277802,   0.076349,   -0.024999,   -0.568045,   741.014933,   395.371592,   0.954006,   2.337388,   0.940679,   0.389974,   96.964680,   8.119903,   98.403941,   -53.007809,   -0.037730,   0.000162,   3.782321,   52.815675,   105.631350,  
18/01/29 7:00 7:30,  17999.0,   0.369792,   -0.168502,   49.384674,   104.951066,   0.074741,   -0.019065,   -0.433210,   740.857953,   395.703566,   0.954005,   2.350090,   0.940489,   0.712411,   96.972742,   7.880618,   91.643242,   -79.134792,   -0.025273,   0.000202,   3.098700,   55.621020,   111.242041,  
18/01/29 7:30 8:00,  18000.0,   0.280925,   -0.097208,   20.542447,   60.221755,   0.043002,   -0.016583,   -0.376794,   741.410880,   396.155087,   0.954003,   2.266128,   0.940893,   0.885087,   96.969245,   4.594154,   91.013273,   -80.125371,   -0.024961,   0.000117,   3.574747,   64.661732,   129.323465,  
18/01/29 8:00 8:30,  18000.0,   0.355961,   -0.155715,   23.773158,   101.778002,   0.072861,   -0.011604,   -0.263672,   739.816010,   396.211922,   0.954011,   2.214978,   0.940666,   1.423310,   96.959206,   6.512699,   91.107403,   -132.119465,   -0.015138,   0.000187,   2.689404,   64.635079,   129.270159,  
18/01/29 8:30 9:00,  18000.0,   0.288236,   -0.102163,   23.803258,   82.889982,   0.059255,   -0.017825,   -0.405027,   740.529322,   396.344329,   0.953998,   2.309658,   0.940121,   1.179460,   96.942313,   5.271097,   109.115026,   -72.699956,   -0.027510,   0.000123,   3.761326,   60.569354,   121.138708,  
18/01/29 9:00 9:30,  17999.0,   0.427809,   -0.224408,   51.797565,   150.168243,   0.107380,   -0.028413,   -0.645609,   738.423991,   396.366680,   0.953966,   2.187026,   0.940099,   2.026032,   96.954338,   9.207252,   95.861040,   -112.307811,   -0.017808,   0.000270,   2.563731,   56.196028,   112.392056,  
18/01/29 9:30 10:00,  18000.0,   0.402988,   -0.199274,   53.774265,   138.915254,   0.099134,   -0.021645,   -0.491831,   738.526493,   396.115149,   0.953931,   2.452138,   0.939994,   1.771669,   96.961665,   9.081725,   105.425472,   -91.864732,   -0.021771,   0.000240,   2.824095,   55.119458,   110.238916,  
18/01/29 10:00 10:30,  18000.0,   0.389578,   -0.186199,   57.627378,   127.851683,   0.091095,   -0.035961,   -0.817113,   738.257166,   396.038478,   0.953861,   2.549575,   0.939991,   1.800141,   96.963186,   8.376617,   100.581678,   -78.872461,   -0.025357,   0.000224,   2.800556,   57.340867,   114.681734,  
18/01/29 10:30 11:00,  18000.0,   0.412456,   -0.208688,   59.226657,   137.847776,   0.098257,   -0.027721,   -0.629894,   738.055904,   395.973116,   0.953452,   2.559109,   0.939913,   1.862365,   96.969307,   9.396595,   95.232268,   -90.577983,   -0.022080,   0.000251,   2.784857,   54.497733,   108.995466,  
18/01/29 11:00 11:30,  17999.0,   0.546621,   -0.366229,   63.740005,   152.774744,   0.108955,   -0.029738,   -0.675725,   737.311507,   395.903806,   0.953415,   2.549023,   0.939875,   2.120290,   96.983182,   9.507003,   87.728739,   -195.236704,   -0.010244,   0.000441,   1.708682,   61.211677,   122.423353,  
18/01/29 11:30 12:00,  18000.0,   0.419663,   -0.215967,   49.110349,   124.033684,   0.088434,   -0.025233,   -0.573349,   737.711328,   395.926574,   0.953323,   2.682498,   0.939929,   2.034795,   96.996226,   8.306638,   91.113767,   -113.952974,   -0.017551,   0.000260,   2.389538,   60.570915,   121.141831,  
18/01/29 12:00 12:30,  18000.0,   0.450761,   -0.249274,   48.007894,   110.217578,   0.078476,   -0.030028,   -0.682297,   738.033915,   395.915832,   0.953696,   2.773645,   0.940008,   1.851182,   96.988109,   7.200284,   80.854526,   -146.126519,   -0.013687,   0.000300,   2.140674,   61.700273,   123.400546,  
18/01/29 12:30 13:00,  18000.0,   0.427609,   -0.224485,   68.399436,   92.024017,   0.064992,   -0.037233,   -0.846014,   738.526544,   395.891106,   0.954586,   2.998162,   0.941353,   1.675724,   96.993342,   4.952014,   71.847049,   -91.964261,   -0.021748,   0.000270,   2.936465,   50.436010,   100.872020,  
18/01/29 13:00 13:30,  18000.0,   0.420159,   -0.216665,   53.477265,   118.204448,   0.084096,   -0.025433,   -0.577888,   738.308411,   395.900344,   0.954170,   2.849171,   0.940837,   1.755341,   96.997062,   7.658897,   77.901712,   -106.710024,   -0.018742,   0.000261,   2.593084,   56.671356,   113.342712,  
18/01/29 13:30 14:00,  17999.0,   0.326163,   -0.130844,   49.015333,   95.924393,   0.068109,   -0.033487,   -0.760899,   739.846069,   395.881713,   0.953999,   2.890970,   0.940259,   1.198884,   97.003652,   6.273572,   83.170581,   -55.184947,   -0.036242,   0.000157,   3.231967,   60.711949,   121.423897,  
18/01/29 14:00 14:30,  18000.0,   0.332090,   -0.135709,   43.413339,   75.029132,   0.053176,   -0.025522,   -0.579909,   740.085848,   395.814345,   0.954118,   2.923348,   0.940933,   1.025827,   96.990190,   5.732055,   83.315345,   -66.537097,   -0.030058,   0.000163,   2.907896,   64.929409,   129.858819,  
18/01/29 14:30 15:00,  18000.0,   0.280839,   -0.096985,   42.497734,   79.960301,   0.056733,   -0.028036,   -0.637039,   739.644293,   395.857070,   0.954897,   2.940203,   0.941237,   1.243390,   96.979657,   4.135339,   86.038757,   -40.778782,   -0.049045,   0.000116,   3.409571,   67.175723,   134.351446,  
18/01/29 15:00 15:30,  18000.0,   0.332153,   -0.135513,   26.124244,   75.221161,   0.053623,   -0.015495,   -0.352074,   739.806027,   396.387496,   0.954633,   2.842573,   0.941155,   1.590825,   96.981111,   3.773869,   99.264995,   -104.380927,   -0.019161,   0.000163,   3.105824,   61.586284,   123.172568,  
18/01/29 15:30 16:00,  17999.0,   0.352204,   -0.152314,   27.797216,   74.305420,   0.052975,   0.005588,   0.126974,   739.777094,   396.519639,   0.954641,   2.712024,   0.941310,   1.714454,   96.981746,   3.862896,   95.603278,   -118.128747,   -0.016931,   0.000183,   2.507514,   69.064009,   138.128018,  
18/01/29 16:00 16:30,  18000.0,   0.519506,   -0.331207,   16.622145,   106.867644,   0.076534,   -0.033968,   -0.771843,   739.430842,   396.543751,   0.954500,   2.727601,   0.941199,   1.831682,   96.988378,   4.744269,   98.979545,   -534.861393,   -0.003739,   0.000399,   1.078899,   92.939975,   185.879950,  
18/01/29 16:30 17:00,  18000.0,   0.446369,   -0.244605,   34.410168,   97.974818,   0.069959,   -0.014659,   -0.333091,   739.427615,   396.405515,   0.954909,   2.453471,   0.941418,   1.652651,   96.986314,   4.326858,   99.639375,   -192.607125,   -0.010384,   0.000294,   1.565951,   79.991452,   159.982904,  
18/01/29 17:00 17:30,  18000.0,   0.133643,   -0.021946,   22.129556,   52.813518,   0.037632,   -0.017009,   -0.386484,   739.662414,   396.179476,   0.955000,   2.589474,   0.941958,   1.388637,   96.977743,   2.112406,   131.340536,   -8.223917,   -0.243193,   0.000026,   8.866725,   63.388553,   126.777106,  
18/01/29 17:30 18:00,  18000.0,   0.146715,   -0.026467,   29.321293,   57.242947,   0.040656,   -0.022184,   -0.504071,   740.085579,   396.135071,   0.955000,   2.837573,   0.941978,   1.198721,   96.988737,   2.377190,   197.907946,   -8.396654,   -0.238190,   0.000032,   9.207868,   56.315456,   112.630912,  
18/01/29 18:00 18:30,  17999.0,   0.245687,   -0.074148,   25.404273,   32.375527,   0.022906,   -0.018162,   -0.412691,   739.186869,   396.034138,   0.955025,   2.613723,   0.942064,   1.504337,   96.999144,   1.065693,   278.441272,   -47.144488,   -0.042423,   0.000089,   3.004356,   84.496931,   168.993861,  
18/01/29 18:30 19:00,  18000.0,   0.147390,   -0.026666,   16.985947,   47.372865,   0.033808,   -0.011064,   -0.251396,   738.954909,   396.200311,   0.955000,   2.583131,   0.942000,   1.696419,   97.013168,   1.634193,   152.599373,   -14.090755,   -0.141937,   0.000032,   8.649141,   58.951244,   117.902488,  
18/01/29 19:00 19:30,  18000.0,   0.153978,   -0.029106,   12.921835,   50.616628,   0.036201,   -0.010741,   -0.244065,   738.623010,   395.981172,   0.955000,   2.535377,   0.942000,   1.716039,   97.029264,   2.331373,   128.311971,   -20.014067,   -0.099930,   0.000035,   7.811298,   61.366460,   122.732920,  
18/01/29 19:30 20:00,  18000.0,   0.147661,   -0.026807,   22.017510,   51.785268,   0.036909,   -0.024982,   -0.567642,   740.100315,   396.184416,   0.955185,   2.510764,   0.941990,   1.471009,   97.041147,   3.005529,   121.835283,   -11.175404,   -0.178964,   0.000032,   8.146561,   61.735875,   123.471750,  
18/01/29 20:00 20:30,  17999.0,   0.145506,   -0.026023,   25.602348,   61.923301,   0.044141,   -0.019133,   -0.434748,   740.025244,   396.247354,   0.955000,   2.546906,   0.941717,   1.515432,   97.047129,   3.979294,   117.139622,   -9.165966,   -0.218198,   0.000031,   10.640560,   50.556736,   101.113473,  
18/01/29 20:30 21:00,  18000.0,   0.220129,   -0.059603,   28.649027,   72.300064,   0.051598,   -0.022295,   -0.506598,   740.126738,   396.020242,   0.955000,   2.314003,   0.941606,   1.203990,   97.043952,   4.202631,   115.277100,   -28.213840,   -0.070887,   0.000072,   5.570498,   57.268042,   114.536084,  
18/01/29 21:00 21:30,  18000.0,   0.192457,   -0.045604,   41.992627,   80.599674,   0.057354,   -0.035083,   -0.797165,   739.905478,   395.520993,   0.955000,   2.412174,   0.941848,   0.926570,   97.045596,   4.289689,   134.120934,   -13.263836,   -0.150786,   0.000055,   7.882436,   49.304019,   98.608039,  
18/01/29 21:30 22:00,  18000.0,   0.267032,   -0.087835,   43.821832,   96.759233,   0.068925,   -0.037522,   -0.852588,   740.011158,   395.382255,   0.955000,   2.421999,   0.941521,   0.790738,   97.046004,   5.366731,   145.369122,   -33.459646,   -0.059773,   0.000105,   4.240748,   59.214533,   118.429065,  
18/01/29 22:00 22:30,  17999.0,   0.263233,   -0.085560,   34.480731,   94.796053,   0.067675,   -0.013894,   -0.315704,   741.926309,   395.460165,   0.954869,   2.138226,   0.941543,   0.251512,   97.062296,   4.983979,   152.559173,   -39.668143,   -0.050418,   0.000102,   4.870783,   53.736602,   107.473204,  
18/01/29 22:30 23:00,  18000.0,   0.223781,   -0.062172,   26.975837,   57.495653,   0.040935,   -0.023112,   -0.525151,   746.791477,   395.899412,   0.954661,   2.076750,   0.941340,   -0.974938,   97.083723,   1.815543,   108.725501,   -32.125191,   -0.062256,   0.000074,   6.891549,   47.550348,   95.100696,  
18/01/29 23:00 23:30,  18000.0,   0.231166,   -0.066739,   55.958733,   61.674107,   0.043598,   -0.035053,   -0.796497,   748.404804,   394.409049,   0.954991,   1.946953,   0.941657,   -2.880846,   97.126969,   2.585970,   174.996708,   -18.028721,   -0.110934,   0.000079,   6.482908,   48.408875,   96.817749,  
18/01/29 23:30 24:00,  17999.0,   0.479545,   -0.285741,   94.726015,   166.429725,   0.118506,   -0.051221,   -1.163858,   745.605431,   394.948109,   0.954818,   1.755529,   0.941153,   -1.257860,   97.100985,   7.793607,   156.154604,   -91.852154,   -0.021774,   0.000340,   2.082580,   59.381576,   118.763153,  
18/01/30 0:00 0:30,  18000.0,   0.522554,   -0.339227,   114.057686,   198.199335,   0.141149,   -0.056685,   -1.288009,   745.568736,   395.007236,   0.954841,   1.720621,   0.941216,   -1.233353,   97.097574,   8.580507,   151.448411,   -98.793147,   -0.020244,   0.000403,   1.997151,   56.464257,   112.928514,  
18/01/30 0:30 1:00,  18000.0,   0.575457,   -0.411323,   99.898545,   203.515407,   0.145105,   -0.046535,   -1.057390,   745.767919,   395.178112,   0.954812,   1.717791,   0.941098,   -1.116491,   97.109361,   9.004892,   153.649722,   -148.378169,   -0.013479,   0.000489,   1.653971,   59.738560,   119.477120,  
18/01/30 1:00 1:30,  18000.0,   0.451464,   -0.253172,   93.222878,   164.192426,   0.116908,   -0.050533,   -1.148236,   745.454917,   394.997899,   0.954804,   1.795160,   0.941257,   -1.126368,   97.130410,   8.146938,   149.042459,   -77.882801,   -0.025680,   0.000301,   2.413650,   55.966695,   111.933390,  
18/01/30 1:30 2:00,  17999.0,   0.485952,   -0.293411,   94.589364,   168.242495,   0.119801,   -0.055568,   -1.262632,   745.725961,   395.032879,   0.954884,   1.784079,   0.941105,   -1.154563,   97.136216,   8.183994,   153.511434,   -95.647154,   -0.020910,   0.000349,   2.043391,   59.515375,   119.030750,  
18/01/30 2:00 2:30,  18000.0,   0.534485,   -0.354962,   99.927759,   178.850331,   0.127362,   -0.052679,   -1.196983,   745.823079,   395.065510,   0.954783,   1.778919,   0.941091,   -1.155250,   97.132441,   8.268369,   154.361767,   -120.392294,   -0.016612,   0.000422,   1.795192,   60.148060,   120.296119,  
18/01/30 2:30 3:00,  18000.0,   0.549645,   -0.375345,   92.180714,   183.352425,   0.130713,   -0.045051,   -1.023674,   745.903081,   395.151103,   0.954754,   1.713097,   0.941011,   -1.032378,   97.135887,   8.917089,   157.057551,   -140.503065,   -0.014235,   0.000446,   1.797973,   58.450661,   116.901321,  
18/01/30 3:00 3:30,  18000.0,   0.602432,   -0.451296,   107.213479,   203.134449,   0.144729,   -0.043839,   -0.996121,   746.868470,   395.316642,   0.954356,   1.732285,   0.941009,   -1.192332,   97.152338,   9.413738,   155.872209,   -159.861590,   -0.012511,   0.000536,   1.604541,   58.514284,   117.028567,  
18/01/30 3:30 4:00,  17999.0,   0.579095,   -0.417280,   114.087790,   194.671108,   0.138520,   -0.057757,   -1.312380,   747.271935,   395.270049,   0.954361,   1.803067,   0.940982,   -1.319541,   97.163151,   9.198987,   154.965094,   -134.748266,   -0.014842,   0.000495,   1.624931,   60.217671,   120.435341,  
18/01/30 4:00 4:30,  18000.0,   0.635798,   -0.503730,   134.365218,   207.408944,   0.147447,   -0.076281,   -1.733295,   748.569731,   395.382270,   0.954300,   1.766587,   0.940889,   -1.673333,   97.181100,   9.640374,   156.063153,   -152.741301,   -0.013094,   0.000597,   1.505605,   58.391379,   116.782758,  
18/01/30 4:30 5:00,  18000.0,   0.563961,   -0.396590,   117.243295,   189.639634,   0.134686,   -0.048786,   -1.108524,   748.775785,   395.226281,   0.954195,   1.976069,   0.940882,   -1.781667,   97.213790,   9.231188,   147.854408,   -121.752936,   -0.016427,   0.000470,   1.759278,   57.996963,   115.993925,  
18/01/30 5:00 5:30,  17999.0,   0.606658,   -0.458279,   126.759543,   199.078644,   0.141407,   -0.048822,   -1.109359,   748.254768,   395.499255,   0.954152,   1.978724,   0.940962,   -1.340165,   97.232078,   9.383969,   148.907600,   -140.518680,   -0.014233,   0.000544,   1.531183,   60.330563,   120.661125,  
18/01/30 5:30 6:00,  18000.0,   0.448648,   -0.250467,   94.221959,   143.060076,   0.101502,   -0.047207,   -1.072665,   747.735714,   395.496530,   0.954104,   2.149811,   0.940966,   -1.107299,   97.267557,   8.350311,   140.771583,   -76.693812,   -0.026078,   0.000297,   2.395943,   56.641177,   113.282355,  
18/01/30 6:00 6:30,  18000.0,   0.411789,   -0.210549,   77.237003,   140.277506,   0.099779,   -0.045991,   -1.045017,   746.651663,   395.775113,   0.954044,   2.122248,   0.940966,   -0.443948,   97.299139,   7.572476,   135.364607,   -71.246863,   -0.028071,   0.000250,   2.583316,   57.964321,   115.928642,  
18/01/30 6:30 7:00,  18000.0,   0.387161,   -0.186493,   79.474863,   142.350493,   0.101320,   -0.039579,   -0.899321,   748.746605,   396.092632,   0.954069,   1.910315,   0.940558,   -0.857354,   97.340894,   8.470331,   129.158345,   -57.646517,   -0.034694,   0.000221,   3.316769,   50.385646,   100.771293,  
18/01/30 7:00 7:30,  17999.0,   0.386983,   -0.185720,   41.786365,   137.445208,   0.098354,   -0.026933,   -0.611976,   746.530392,   396.205552,   0.954339,   1.681778,   0.940877,   0.218638,   97.373969,   7.993643,   130.532362,   -101.650575,   -0.019675,   0.000221,   3.225218,   51.549629,   103.099258,  
18/01/30 7:30 8:00,  18000.0,   0.310097,   -0.119327,   39.673494,   115.148363,   0.082293,   -0.020854,   -0.473858,   747.203231,   396.309662,   0.954135,   1.859951,   0.940894,   0.062200,   97.407842,   7.011184,   130.648238,   -56.154012,   -0.035616,   0.000142,   4.219077,   51.500512,   103.001023,  
18/01/30 8:00 8:30,  18000.0,   0.295080,   -0.107884,   43.032392,   108.979463,   0.077876,   -0.031317,   -0.711594,   746.560353,   396.578804,   0.954012,   1.821324,   0.940979,   0.532030,   97.415993,   6.489068,   129.117521,   -45.414926,   -0.044038,   0.000129,   4.575750,   50.624220,   101.248440,  
18/01/30 8:30 9:00,  18000.0,   0.242385,   -0.072638,   24.351554,   107.510128,   0.077084,   -0.018960,   -0.430808,   745.363158,   396.790037,   0.954000,   1.657204,   0.940660,   1.151531,   97.424198,   6.165585,   127.867506,   -40.669262,   -0.049177,   0.000087,   6.304250,   47.310513,   94.621027,  
18/01/30 9:00 9:30,  17999.0,   0.287859,   -0.102408,   27.504840,   93.515570,   0.067009,   -0.022742,   -0.516748,   745.475430,   397.017666,   0.954000,   1.636980,   0.940012,   1.320386,   97.439951,   6.682493,   126.326702,   -63.226343,   -0.031632,   0.000122,   4.394897,   53.544214,   107.088428,  
18/01/30 9:30 10:00,  18000.0,   0.267291,   -0.088374,   32.835415,   107.970809,   0.077280,   -0.028458,   -0.646637,   746.052854,   396.968261,   0.954000,   1.868176,   0.940000,   1.149657,   97.466371,   5.868811,   128.607913,   -42.648033,   -0.046895,   0.000106,   4.993052,   51.914087,   103.828175,  
18/01/30 10:00 10:30,  18000.0,   0.238170,   -0.070083,   26.385653,   98.930692,   0.070842,   -0.023994,   -0.545193,   744.866346,   396.805932,   0.953941,   1.993894,   0.940007,   1.461184,   97.486195,   5.201571,   118.766678,   -36.735918,   -0.054443,   0.000084,   5.055808,   57.400917,   114.801835,  
18/01/30 10:30 11:00,  18000.0,   0.532664,   -0.350475,   31.953278,   118.947585,   0.085194,   -0.023687,   -0.538236,   744.786916,   396.843044,   0.953618,   1.946239,   0.939993,   1.542877,   97.498273,   6.383783,   85.960284,   -339.786326,   -0.005886,   0.000419,   1.449841,   71.598660,   143.197319,  
18/01/30 11:00 11:30,  17999.0,   0.403979,   -0.201571,   39.628151,   115.612979,   0.082719,   -0.018415,   -0.418439,   744.320228,   396.633247,   0.953383,   1.956135,   0.939950,   1.595853,   97.509527,   7.701159,   95.560130,   -124.220250,   -0.016100,   0.000241,   2.437908,   61.852817,   123.705634,  
18/01/30 11:30 12:00,  18000.0,   0.448218,   -0.248211,   48.060227,   133.620495,   0.095564,   -0.030290,   -0.688268,   744.553266,   396.634264,   0.953241,   1.994395,   0.939929,   1.583596,   97.535708,   7.551249,   83.173496,   -140.870017,   -0.014197,   0.000297,   2.150497,   61.814175,   123.628349,  
18/01/30 12:00 12:30,  18000.0,   0.393192,   -0.191223,   56.291274,   126.856058,   0.090576,   -0.035467,   -0.805884,   745.296219,   396.583161,   0.953448,   2.028571,   0.939959,   1.285212,   97.546841,   7.543115,   91.420388,   -83.371484,   -0.023989,   0.000228,   2.469611,   62.844876,   125.689752,  
18/01/30 12:30 13:00,  18000.0,   0.328742,   -0.133715,   47.251284,   104.295070,   0.074399,   -0.033766,   -0.767237,   745.250049,   396.428385,   0.954449,   2.177564,   0.940963,   1.179389,   97.553454,   7.153831,   94.580990,   -58.193326,   -0.034368,   0.000160,   3.201026,   60.718026,   121.436052,  
