"Plot Title: PARVATI"
"#","Date Time, GMT+02:00","Abs Pres, kPa (LGR S/N: 20183676, SEN S/N: 20183676, LBL: PRES)","Temp, °C (LGR S/N: 20183676, SEN S/N: 20183676, LBL: TMP)","Water Level, meters (LGR S/N: 20183676)","Coupler Detached (LGR S/N: 20183676)","Coupler Attached (LGR S/N: 20183676)","Host Connected (LGR S/N: 20183676)","Stopped (LGR S/N: 20183676)","End Of File (LGR S/N: 20183676)"
4672,02.01.18 klo 01.30.00 ap.,99.161,3.261,100.245,,,,,
4673,02.01.18 klo 01.40.00 ap.,99.149,3.155,100.243,,,,,
4674,02.01.18 klo 01.50.00 ap.,99.156,3.049,100.244,,,,,
4675,02.01.18 klo 02.00.00 ap.,99.174,3.049,100.246,,,,,
4676,02.01.18 klo 02.10.00 ap.,99.165,3.049,100.245,,,,,
4677,02.01.18 klo 02.20.00 ap.,99.153,2.943,100.244,,,,,
4678,02.01.18 klo 02.30.00 ap.,99.181,2.943,100.247,,,,,
4679,02.01.18 klo 02.40.00 ap.,99.169,2.837,100.245,,,,,
4680,02.01.18 klo 02.50.00 ap.,99.166,2.730,100.245,,,,,
4681,02.01.18 klo 03.00.00 ap.,99.153,2.624,100.244,,,,,
4682,02.01.18 klo 03.10.00 ap.,99.132,2.517,100.242,,,,,
4683,02.01.18 klo 03.20.00 ap.,99.150,2.517,100.244,,,,,
4684,02.01.18 klo 03.30.00 ap.,99.138,2.410,100.242,,,,,
4685,02.01.18 klo 03.40.00 ap.,99.138,2.410,100.242,,,,,
4686,02.01.18 klo 03.50.00 ap.,99.129,2.410,100.241,,,,,
4687,02.01.18 klo 04.00.00 ap.,99.119,2.410,100.240,,,,,
4688,02.01.18 klo 04.10.00 ap.,99.157,2.410,100.244,,,,,
4689,02.01.18 klo 04.20.00 ap.,99.138,2.410,100.242,,,,,
4690,02.01.18 klo 04.30.00 ap.,99.091,2.410,100.238,,,,,
4691,02.01.18 klo 04.40.00 ap.,99.107,2.303,100.239,,,,,
4692,02.01.18 klo 04.50.00 ap.,99.126,2.303,100.241,,,,,
4693,02.01.18 klo 05.00.00 ap.,99.088,2.303,100.237,,,,,
4694,02.01.18 klo 05.10.00 ap.,99.085,2.195,100.237,,,,,
4695,02.01.18 klo 05.20.00 ap.,99.085,2.195,100.237,,,,,
4696,02.01.18 klo 05.30.00 ap.,99.076,2.195,100.236,,,,,
4697,02.01.18 klo 05.40.00 ap.,99.082,2.088,100.237,,,,,
4698,02.01.18 klo 05.50.00 ap.,99.063,2.088,100.235,,,,,
4699,02.01.18 klo 06.00.00 ap.,99.054,2.088,100.234,,,,,
4700,02.01.18 klo 06.10.00 ap.,99.073,2.088,100.236,,,,,
4701,02.01.18 klo 06.20.00 ap.,99.063,2.088,100.235,,,,,
4702,02.01.18 klo 06.30.00 ap.,99.038,2.195,100.232,,,,,
4703,02.01.18 klo 06.40.00 ap.,99.066,2.195,100.235,,,,,
4704,02.01.18 klo 06.50.00 ap.,99.085,2.195,100.237,,,,,
4705,02.01.18 klo 07.00.00 ap.,99.050,2.303,100.233,,,,,
4706,02.01.18 klo 07.10.00 ap.,99.041,2.303,100.232,,,,,
4707,02.01.18 klo 07.20.00 ap.,99.060,2.303,100.234,,,,,
4708,02.01.18 klo 07.30.00 ap.,99.044,2.410,100.233,,,,,
4709,02.01.18 klo 07.40.00 ap.,99.025,2.410,100.231,,,,,
4710,02.01.18 klo 07.50.00 ap.,99.100,2.410,100.238,,,,,
4711,02.01.18 klo 08.00.00 ap.,99.094,2.517,100.238,,,,,
4712,02.01.18 klo 08.10.00 ap.,99.094,2.517,100.238,,,,,
4713,02.01.18 klo 08.20.00 ap.,99.106,2.624,100.239,,,,,
4714,02.01.18 klo 08.30.00 ap.,99.106,2.624,100.239,,,,,
4715,02.01.18 klo 08.40.00 ap.,99.116,2.624,100.240,,,,,
4716,02.01.18 klo 08.50.00 ap.,99.097,2.624,100.238,,,,,
4717,02.01.18 klo 09.00.00 ap.,99.144,2.624,100.243,,,,,
4718,02.01.18 klo 09.10.00 ap.,99.109,2.730,100.239,,,,,
4719,02.01.18 klo 09.20.00 ap.,99.184,2.730,100.247,,,,,
4720,02.01.18 klo 09.30.00 ap.,99.156,2.730,100.244,,,,,
4721,02.01.18 klo 09.40.00 ap.,99.150,2.837,100.244,,,,,
4722,02.01.18 klo 09.50.00 ap.,99.169,2.837,100.245,,,,,
4723,02.01.18 klo 10.00.00 ap.,99.181,2.943,100.247,,,,,
4724,02.01.18 klo 10.10.00 ap.,99.193,3.049,100.248,,,,,
4725,02.01.18 klo 10.20.00 ap.,99.158,3.155,100.244,,,,,
4726,02.01.18 klo 10.30.00 ap.,99.161,3.261,100.245,,,,,
4727,02.01.18 klo 10.40.00 ap.,99.174,3.367,100.246,,,,,
4728,02.01.18 klo 10.50.00 ap.,99.174,3.367,100.246,,,,,
4729,02.01.18 klo 11.00.00 ap.,99.177,3.472,100.246,,,,,
4730,02.01.18 klo 11.10.00 ap.,99.161,3.578,100.245,,,,,
4731,02.01.18 klo 11.20.00 ap.,99.154,3.683,100.244,,,,,
4732,02.01.18 klo 11.30.00 ap.,99.166,3.788,100.245,,,,,
4733,02.01.18 klo 11.40.00 ap.,99.204,3.788,100.249,,,,,
4734,02.01.18 klo 11.50.00 ap.,99.188,3.893,100.247,,,,,
4735,02.01.18 klo 12.00.00 ip.,99.163,3.998,100.245,,,,,
4736,02.01.18 klo 12.10.00 ip.,99.175,4.102,100.246,,,,,
4737,02.01.18 klo 12.20.00 ip.,99.187,4.207,100.247,,,,,
4738,02.01.18 klo 12.30.00 ip.,99.131,4.207,100.242,,,,,
4739,02.01.18 klo 12.40.00 ip.,99.150,4.207,100.244,,,,,
4740,02.01.18 klo 12.50.00 ip.,99.171,4.311,100.246,,,,,
4741,02.01.18 klo 01.00.00 ip.,99.153,4.311,100.244,,,,,
4742,02.01.18 klo 01.10.00 ip.,99.153,4.311,100.244,,,,,
4743,02.01.18 klo 01.20.00 ip.,99.155,4.415,100.244,,,,,
4744,02.01.18 klo 01.30.00 ip.,99.155,4.415,100.244,,,,,
4745,02.01.18 klo 01.40.00 ip.,99.137,4.415,100.242,,,,,
4746,02.01.18 klo 01.50.00 ip.,99.187,4.519,100.248,,,,,
4747,02.01.18 klo 02.00.00 ip.,99.149,4.519,100.244,,,,,
4748,02.01.18 klo 02.10.00 ip.,99.161,4.623,100.245,,,,,
4749,02.01.18 klo 02.20.00 ip.,99.133,4.623,100.242,,,,,
4750,02.01.18 klo 02.30.00 ip.,99.126,4.727,100.241,,,,,
4751,02.01.18 klo 02.40.00 ip.,99.108,4.727,100.239,,,,,
4752,02.01.18 klo 02.50.00 ip.,99.176,4.831,100.246,,,,,
4753,02.01.18 klo 03.00.00 ip.,99.110,4.831,100.240,,,,,
4754,02.01.18 klo 03.10.00 ip.,99.132,4.934,100.242,,,,,
4755,02.01.18 klo 03.20.00 ip.,99.135,5.037,100.242,,,,,
4756,02.01.18 klo 03.30.00 ip.,99.107,5.037,100.239,,,,,
4757,02.01.18 klo 03.40.00 ip.,99.129,5.141,100.242,,,,,
4758,02.01.18 klo 03.50.00 ip.,99.129,5.141,100.242,,,,,
4759,02.01.18 klo 04.00.00 ip.,99.094,5.244,100.238,,,,,
4760,02.01.18 klo 04.10.00 ip.,99.110,5.141,100.240,,,,,
4761,02.01.18 klo 04.20.00 ip.,99.091,5.141,100.238,,,,,
4762,02.01.18 klo 04.30.00 ip.,99.113,5.244,100.240,,,,,
4763,02.01.18 klo 04.40.00 ip.,99.122,5.244,100.241,,,,,
4764,02.01.18 klo 04.50.00 ip.,99.115,5.347,100.240,,,,,
4765,02.01.18 klo 05.00.00 ip.,99.144,5.347,100.243,,,,,
4766,02.01.18 klo 05.10.00 ip.,99.128,5.450,100.242,,,,,
4767,02.01.18 klo 05.20.00 ip.,99.140,5.552,100.243,,,,,
4768,02.01.18 klo 05.30.00 ip.,99.131,5.552,100.242,,,,,
4769,02.01.18 klo 05.40.00 ip.,99.134,5.655,100.242,,,,,
4770,02.01.18 klo 05.50.00 ip.,99.162,5.655,100.245,,,,,
4771,02.01.18 klo 06.00.00 ip.,99.127,5.757,100.242,,,,,
4772,02.01.18 klo 06.10.00 ip.,99.155,5.757,100.245,,,,,
4773,02.01.18 klo 06.20.00 ip.,99.155,5.757,100.245,,,,,
4774,02.01.18 klo 06.30.00 ip.,99.136,5.757,100.243,,,,,
4775,02.01.18 klo 06.40.00 ip.,99.155,5.757,100.245,,,,,
4776,02.01.18 klo 06.50.00 ip.,99.155,5.757,100.245,,,,,
4777,02.01.18 klo 07.00.00 ip.,99.152,5.655,100.244,,,,,
4778,02.01.18 klo 07.10.00 ip.,99.140,5.552,100.243,,,,,
4779,02.01.18 klo 07.20.00 ip.,99.131,5.552,100.242,,,,,
4780,02.01.18 klo 07.30.00 ip.,99.147,5.450,100.244,,,,,
4781,02.01.18 klo 07.40.00 ip.,99.144,5.347,100.243,,,,,
4782,02.01.18 klo 07.50.00 ip.,99.131,5.244,100.242,,,,,
4783,02.01.18 klo 08.00.00 ip.,99.147,5.141,100.244,,,,,
4784,02.01.18 klo 08.10.00 ip.,99.129,5.141,100.242,,,,,
4785,02.01.18 klo 08.20.00 ip.,99.126,5.037,100.241,,,,,
4786,02.01.18 klo 08.30.00 ip.,99.123,4.934,100.241,,,,,
4787,02.01.18 klo 08.40.00 ip.,99.139,4.831,100.243,,,,,
4788,02.01.18 klo 08.50.00 ip.,99.129,4.831,100.242,,,,,
4789,02.01.18 klo 09.00.00 ip.,99.117,4.727,100.240,,,,,
4790,02.01.18 klo 09.10.00 ip.,99.145,4.727,100.243,,,,,
4791,02.01.18 klo 09.20.00 ip.,99.124,4.623,100.241,,,,,
4792,02.01.18 klo 09.30.00 ip.,99.133,4.623,100.242,,,,,
4793,02.01.18 klo 09.40.00 ip.,99.130,4.519,100.242,,,,,
4794,02.01.18 klo 09.50.00 ip.,99.127,4.415,100.241,,,,,
4795,02.01.18 klo 10.00.00 ip.,99.127,4.415,100.241,,,,,
4796,02.01.18 klo 10.10.00 ip.,99.127,4.415,100.241,,,,,
4797,02.01.18 klo 10.20.00 ip.,99.124,4.311,100.241,,,,,
4798,02.01.18 klo 10.30.00 ip.,99.131,4.207,100.242,,,,,
4799,02.01.18 klo 10.40.00 ip.,99.119,4.102,100.240,,,,,
4800,02.01.18 klo 10.50.00 ip.,99.125,3.998,100.241,,,,,
4801,02.01.18 klo 11.00.00 ip.,99.084,3.893,100.237,,,,,
4802,02.01.18 klo 11.10.00 ip.,99.082,3.788,100.237,,,,,
4803,02.01.18 klo 11.20.00 ip.,99.119,3.788,100.240,,,,,
4804,02.01.18 klo 11.30.00 ip.,99.085,3.578,100.237,,,,,
4805,02.01.18 klo 11.40.00 ip.,99.082,3.472,100.237,,,,,
4806,02.01.18 klo 11.50.00 ip.,99.051,3.367,100.233,,,,,
4807,02.02.18 klo 12.00.00 ap.,99.061,3.367,100.234,,,,,
4808,02.02.18 klo 12.10.00 ap.,99.058,3.261,100.234,,,,,
4809,02.02.18 klo 12.20.00 ap.,99.008,3.155,100.229,,,,,
4810,02.02.18 klo 12.30.00 ap.,99.061,3.049,100.234,,,,,
4811,02.02.18 klo 12.40.00 ap.,99.052,3.049,100.234,,,,,
4812,02.02.18 klo 12.50.00 ap.,99.058,2.943,100.234,,,,,
4813,02.02.18 klo 01.00.00 ap.,99.074,2.837,100.236,,,,,
4814,02.02.18 klo 01.10.00 ap.,99.081,2.730,100.237,,,,,
4815,02.02.18 klo 01.20.00 ap.,99.078,2.624,100.236,,,,,
4816,02.02.18 klo 01.30.00 ap.,99.132,2.517,100.242,,,,,
4817,02.02.18 klo 01.40.00 ap.,99.072,2.410,100.236,,,,,
4818,02.02.18 klo 01.50.00 ap.,99.126,2.303,100.241,,,,,
4819,02.02.18 klo 02.00.00 ap.,99.069,2.303,100.235,,,,,
4820,02.02.18 klo 02.10.00 ap.,99.104,2.195,100.239,,,,,
4821,02.02.18 klo 02.20.00 ap.,99.110,2.088,100.240,,,,,
4822,02.02.18 klo 02.30.00 ap.,99.070,1.980,100.235,,,,,
4823,02.02.18 klo 02.40.00 ap.,99.058,1.872,100.234,,,,,
4824,02.02.18 klo 02.50.00 ap.,98.992,1.872,100.228,,,,,
4825,02.02.18 klo 03.00.00 ap.,99.058,1.872,100.234,,,,,
4826,02.02.18 klo 03.10.00 ap.,99.102,1.764,100.239,,,,,
4827,02.02.18 klo 03.20.00 ap.,99.052,1.656,100.234,,,,,
4828,02.02.18 klo 03.30.00 ap.,99.002,1.548,100.229,,,,,
4829,02.02.18 klo 03.40.00 ap.,99.002,1.548,100.229,,,,,
4830,02.02.18 klo 03.50.00 ap.,99.020,1.548,100.230,,,,,
4831,02.02.18 klo 04.00.00 ap.,99.058,1.548,100.234,,,,,
4832,02.02.18 klo 04.10.00 ap.,99.065,1.439,100.235,,,,,
4833,02.02.18 klo 04.20.00 ap.,99.046,1.439,100.233,,,,,
4834,02.02.18 klo 04.30.00 ap.,99.005,1.330,100.229,,,,,
4835,02.02.18 klo 04.40.00 ap.,99.081,1.330,100.237,,,,,
4836,02.02.18 klo 04.50.00 ap.,99.090,1.330,100.238,,,,,
4837,02.02.18 klo 05.00.00 ap.,99.049,1.221,100.233,,,,,
4838,02.02.18 klo 05.10.00 ap.,99.078,1.221,100.236,,,,,
4839,02.02.18 klo 05.20.00 ap.,99.009,1.112,100.229,,,,,
4840,02.02.18 klo 05.30.00 ap.,99.046,1.112,100.233,,,,,
4841,02.02.18 klo 05.40.00 ap.,99.037,1.112,100.232,,,,,
4842,02.02.18 klo 05.50.00 ap.,99.025,1.003,100.231,,,,,
4843,02.02.18 klo 06.00.00 ap.,99.081,1.003,100.237,,,,,
4844,02.02.18 klo 06.10.00 ap.,99.062,1.003,100.235,,,,,
4845,02.02.18 klo 06.20.00 ap.,99.006,1.003,100.229,,,,,
4846,02.02.18 klo 06.30.00 ap.,99.025,1.003,100.231,,,,,
4847,02.02.18 klo 06.40.00 ap.,99.006,1.003,100.229,,,,,
4848,02.02.18 klo 06.50.00 ap.,99.034,1.003,100.232,,,,,
4849,02.02.18 klo 07.00.00 ap.,99.034,1.003,100.232,,,,,
4850,02.02.18 klo 07.10.00 ap.,98.996,1.003,100.228,,,,,
4851,02.02.18 klo 07.20.00 ap.,98.987,1.003,100.227,,,,,
4852,02.02.18 klo 07.30.00 ap.,99.037,1.112,100.232,,,,,
4853,02.02.18 klo 07.40.00 ap.,99.046,1.112,100.233,,,,,
4854,02.02.18 klo 07.50.00 ap.,99.012,1.221,100.230,,,,,
4855,02.02.18 klo 08.00.00 ap.,99.049,1.221,100.233,,,,,
4856,02.02.18 klo 08.10.00 ap.,99.033,1.330,100.232,,,,,
4857,02.02.18 klo 08.20.00 ap.,99.008,1.439,100.229,,,,,
4858,02.02.18 klo 08.30.00 ap.,99.049,1.548,100.233,,,,,
4859,02.02.18 klo 08.40.00 ap.,99.020,1.548,100.230,,,,,
4860,02.02.18 klo 08.50.00 ap.,98.983,1.548,100.227,,,,,
4861,02.02.18 klo 09.00.00 ap.,99.052,1.656,100.234,,,,,
4862,02.02.18 klo 09.10.00 ap.,99.014,1.656,100.230,,,,,
4863,02.02.18 klo 09.20.00 ap.,98.998,1.764,100.228,,,,,
4864,02.02.18 klo 09.30.00 ap.,99.017,1.764,100.230,,,,,
4865,02.02.18 klo 09.40.00 ap.,98.992,1.872,100.228,,,,,
4866,02.02.18 klo 09.50.00 ap.,99.010,1.872,100.229,,,,,
4867,02.02.18 klo 10.00.00 ap.,99.010,1.872,100.229,,,,,
4868,02.02.18 klo 10.10.00 ap.,99.013,1.980,100.230,,,,,
4869,02.02.18 klo 10.20.00 ap.,98.976,1.980,100.226,,,,,
4870,02.02.18 klo 10.30.00 ap.,98.997,2.088,100.228,,,,,
4871,02.02.18 klo 10.40.00 ap.,98.950,2.088,100.223,,,,,
4872,02.02.18 klo 10.50.00 ap.,99.000,2.195,100.228,,,,,
4873,02.02.18 klo 11.00.00 ap.,98.991,2.195,100.227,,,,,
4874,02.02.18 klo 11.10.00 ap.,98.984,2.303,100.227,,,,,
4875,02.02.18 klo 11.20.00 ap.,99.006,2.410,100.229,,,,,
4876,02.02.18 klo 11.30.00 ap.,98.997,2.410,100.228,,,,,
4877,02.02.18 klo 11.40.00 ap.,99.000,2.517,100.228,,,,,
4878,02.02.18 klo 11.50.00 ap.,99.009,2.517,100.229,,,,,
4879,02.02.18 klo 12.00.00 ip.,99.018,2.517,100.230,,,,,
4880,02.02.18 klo 12.10.00 ip.,98.993,2.624,100.228,,,,,
4881,02.02.18 klo 12.20.00 ip.,98.996,2.730,100.228,,,,,
4882,02.02.18 klo 12.30.00 ip.,99.018,2.837,100.230,,,,,
4883,02.02.18 klo 12.40.00 ip.,98.974,2.943,100.226,,,,,
4884,02.02.18 klo 12.50.00 ip.,98.992,2.943,100.227,,,,,
4885,02.02.18 klo 01.00.00 ip.,98.995,3.049,100.228,,,,,
4886,02.02.18 klo 01.10.00 ip.,98.979,3.155,100.226,,,,,
4887,02.02.18 klo 01.20.00 ip.,99.001,3.261,100.228,,,,,
4888,02.02.18 klo 01.30.00 ip.,98.985,3.367,100.227,,,,,
4889,02.02.18 klo 01.40.00 ip.,98.969,3.472,100.225,,,,,
4890,02.02.18 klo 01.50.00 ip.,98.979,3.472,100.226,,,,,
4891,02.02.18 klo 02.00.00 ip.,98.960,3.472,100.224,,,,,
4892,02.02.18 klo 02.10.00 ip.,98.966,3.683,100.225,,,,,
4893,02.02.18 klo 02.20.00 ip.,98.987,3.788,100.227,,,,,
4894,02.02.18 klo 02.30.00 ip.,98.971,3.893,100.225,,,,,
4895,02.02.18 klo 02.40.00 ip.,98.974,3.998,100.226,,,,,
4896,02.02.18 klo 02.50.00 ip.,98.977,4.102,100.226,,,,,
4897,02.02.18 klo 03.00.00 ip.,98.958,4.102,100.224,,,,,
4898,02.02.18 klo 03.10.00 ip.,98.952,4.207,100.223,,,,,
4899,02.02.18 klo 03.20.00 ip.,98.973,4.311,100.226,,,,,
4900,02.02.18 klo 03.30.00 ip.,98.957,4.415,100.224,,,,,
4901,02.02.18 klo 03.40.00 ip.,98.941,4.519,100.222,,,,,
4902,02.02.18 klo 03.50.00 ip.,98.944,4.623,100.223,,,,,
4903,02.02.18 klo 04.00.00 ip.,98.950,4.831,100.223,,,,,
4904,02.02.18 klo 04.10.00 ip.,98.912,4.831,100.220,,,,,
4905,02.02.18 klo 04.20.00 ip.,98.915,4.934,100.220,,,,,
4906,02.02.18 klo 04.30.00 ip.,98.953,4.934,100.224,,,,,
4907,02.02.18 klo 04.40.00 ip.,98.909,5.037,100.219,,,,,
4908,02.02.18 klo 04.50.00 ip.,98.909,5.037,100.219,,,,,
4909,02.02.18 klo 05.00.00 ip.,98.918,5.037,100.220,,,,,
4910,02.02.18 klo 05.10.00 ip.,98.918,5.037,100.220,,,,,
4911,02.02.18 klo 05.20.00 ip.,98.893,5.141,100.218,,,,,
4912,02.02.18 klo 05.30.00 ip.,98.921,5.141,100.221,,,,,
4913,02.02.18 klo 05.40.00 ip.,98.921,5.141,100.221,,,,,
4914,02.02.18 klo 05.50.00 ip.,98.921,5.141,100.221,,,,,
4915,02.02.18 klo 06.00.00 ip.,98.930,5.141,100.221,,,,,
4916,02.02.18 klo 06.10.00 ip.,98.949,5.141,100.223,,,,,
4917,02.02.18 klo 06.20.00 ip.,98.930,5.141,100.221,,,,,
4918,02.02.18 klo 06.30.00 ip.,98.928,5.037,100.221,,,,,
4919,02.02.18 klo 06.40.00 ip.,98.940,5.141,100.222,,,,,
4920,02.02.18 klo 06.50.00 ip.,98.949,5.141,100.223,,,,,
4921,02.02.18 klo 07.00.00 ip.,98.918,5.037,100.220,,,,,
4922,02.02.18 klo 07.10.00 ip.,98.937,5.037,100.222,,,,,
4923,02.02.18 klo 07.20.00 ip.,98.946,5.037,100.223,,,,,
4924,02.02.18 klo 07.30.00 ip.,98.972,4.934,100.226,,,,,
4925,02.02.18 klo 07.40.00 ip.,98.960,4.831,100.224,,,,,
4926,02.02.18 klo 07.50.00 ip.,98.950,4.831,100.223,,,,,
4927,02.02.18 klo 08.00.00 ip.,98.928,4.727,100.221,,,,,
4928,02.02.18 klo 08.10.00 ip.,98.935,4.623,100.222,,,,,
4929,02.02.18 klo 08.20.00 ip.,98.960,4.519,100.224,,,,,
4930,02.02.18 klo 08.30.00 ip.,98.957,4.415,100.224,,,,,
4931,02.02.18 klo 08.40.00 ip.,98.964,4.311,100.225,,,,,
4932,02.02.18 klo 08.50.00 ip.,98.952,4.207,100.223,,,,,
4933,02.02.18 klo 09.00.00 ip.,98.936,3.998,100.222,,,,,
4934,02.02.18 klo 09.10.00 ip.,98.962,3.893,100.224,,,,,
4935,02.02.18 klo 09.20.00 ip.,98.928,3.683,100.221,,,,,
4936,02.02.18 klo 09.30.00 ip.,98.953,3.578,100.223,,,,,
4937,02.02.18 klo 09.40.00 ip.,98.903,3.472,100.218,,,,,
4938,02.02.18 klo 09.50.00 ip.,98.929,3.367,100.221,,,,,
4939,02.02.18 klo 10.00.00 ip.,98.954,3.261,100.224,,,,,
4940,02.02.18 klo 10.10.00 ip.,98.913,3.155,100.219,,,,,
4941,02.02.18 klo 10.20.00 ip.,98.901,3.049,100.218,,,,,
4942,02.02.18 klo 10.30.00 ip.,98.917,2.943,100.220,,,,,
4943,02.02.18 klo 10.40.00 ip.,98.933,2.837,100.221,,,,,
4944,02.02.18 klo 10.50.00 ip.,98.895,2.837,100.218,,,,,
4945,02.02.18 klo 11.00.00 ip.,98.883,2.730,100.216,,,,,
4946,02.02.18 klo 11.10.00 ip.,98.861,2.624,100.214,,,,,
4947,02.02.18 klo 11.20.00 ip.,98.927,2.624,100.221,,,,,
4948,02.02.18 klo 11.30.00 ip.,98.924,2.517,100.221,,,,,
4949,02.02.18 klo 11.40.00 ip.,98.874,2.410,100.215,,,,,
4950,02.02.18 klo 11.50.00 ip.,98.874,2.410,100.215,,,,,
4951,02.03.18 klo 12.00.00 ap.,98.815,2.303,100.209,,,,,
4952,02.03.18 klo 12.10.00 ap.,98.859,2.195,100.214,,,,,
4953,02.03.18 klo 12.20.00 ap.,98.859,2.195,100.214,,,,,
4954,02.03.18 klo 12.30.00 ap.,98.865,2.088,100.215,,,,,
4955,02.03.18 klo 12.40.00 ap.,98.894,2.088,100.217,,,,,
4956,02.03.18 klo 12.50.00 ap.,98.815,1.980,100.209,,,,,
4957,02.03.18 klo 01.00.00 ap.,98.803,1.872,100.208,,,,,
4958,02.03.18 klo 01.10.00 ap.,98.847,1.764,100.213,,,,,
4959,02.03.18 klo 01.20.00 ap.,98.829,1.764,100.211,,,,,
4960,02.03.18 klo 01.30.00 ap.,98.816,1.656,100.210,,,,,
4961,02.03.18 klo 01.40.00 ap.,98.813,1.548,100.209,,,,,
4962,02.03.18 klo 01.50.00 ap.,98.848,1.439,100.213,,,,,
4963,02.03.18 klo 02.00.00 ap.,98.801,1.439,100.208,,,,,
4964,02.03.18 klo 02.10.00 ap.,98.810,1.439,100.209,,,,,
4965,02.03.18 klo 02.20.00 ap.,98.848,1.439,100.213,,,,,
4966,02.03.18 klo 02.30.00 ap.,98.886,1.439,100.217,,,,,
4967,02.03.18 klo 02.40.00 ap.,98.726,1.439,100.200,,,,,
4968,02.03.18 klo 02.50.00 ap.,98.867,1.439,100.215,,,,,
4969,02.03.18 klo 03.00.00 ap.,98.801,1.439,100.208,,,,,
4970,02.03.18 klo 03.10.00 ap.,98.817,1.330,100.210,,,,,
4971,02.03.18 klo 03.20.00 ap.,98.789,1.330,100.207,,,,,
4972,02.03.18 klo 03.30.00 ap.,98.836,1.330,100.212,,,,,
4973,02.03.18 klo 03.40.00 ap.,98.873,1.330,100.216,,,,,
4974,02.03.18 klo 03.50.00 ap.,98.836,1.330,100.212,,,,,
4975,02.03.18 klo 04.00.00 ap.,98.861,1.221,100.214,,,,,
4976,02.03.18 klo 04.10.00 ap.,98.795,1.221,100.208,,,,,
4977,02.03.18 klo 04.20.00 ap.,98.729,1.221,100.201,,,,,
4978,02.03.18 klo 04.30.00 ap.,98.773,1.112,100.205,,,,,
4979,02.03.18 klo 04.40.00 ap.,98.820,1.112,100.210,,,,,
4980,02.03.18 klo 04.50.00 ap.,98.745,1.112,100.203,,,,,
4981,02.03.18 klo 05.00.00 ap.,98.707,1.112,100.199,,,,,
4982,02.03.18 klo 05.10.00 ap.,98.748,1.221,100.203,,,,,
4983,02.03.18 klo 05.20.00 ap.,98.767,1.221,100.205,,,,,
4984,02.03.18 klo 05.30.00 ap.,98.786,1.221,100.207,,,,,
4985,02.03.18 klo 05.40.00 ap.,98.786,1.221,100.207,,,,,
4986,02.03.18 klo 05.50.00 ap.,98.736,1.112,100.202,,,,,
4987,02.03.18 klo 06.00.00 ap.,98.707,1.112,100.199,,,,,
4988,02.03.18 klo 06.10.00 ap.,98.698,1.112,100.198,,,,,
4989,02.03.18 klo 06.20.00 ap.,98.689,1.112,100.197,,,,,
4990,02.03.18 klo 06.30.00 ap.,98.698,1.112,100.198,,,,,
4991,02.03.18 klo 06.40.00 ap.,98.757,1.221,100.204,,,,,
4992,02.03.18 klo 06.50.00 ap.,98.792,1.112,100.207,,,,,
4993,02.03.18 klo 07.00.00 ap.,98.670,1.112,100.195,,,,,
4994,02.03.18 klo 07.10.00 ap.,98.802,1.112,100.208,,,,,
4995,02.03.18 klo 07.20.00 ap.,98.755,1.112,100.204,,,,,
4996,02.03.18 klo 07.30.00 ap.,98.733,1.003,100.201,,,,,
4997,02.03.18 klo 07.40.00 ap.,98.742,1.003,100.202,,,,,
4998,02.03.18 klo 07.50.00 ap.,98.827,1.003,100.211,,,,,
4999,02.03.18 klo 08.00.00 ap.,98.705,1.003,100.198,,,,,
5000,02.03.18 klo 08.10.00 ap.,98.657,1.003,100.194,,,,,
5001,02.03.18 klo 08.20.00 ap.,98.755,1.112,100.204,,,,,
5002,02.03.18 klo 08.30.00 ap.,98.786,1.221,100.207,,,,,
5003,02.03.18 klo 08.40.00 ap.,98.742,1.330,100.202,,,,,
5004,02.03.18 klo 08.50.00 ap.,98.732,1.330,100.201,,,,,
5005,02.03.18 klo 09.00.00 ap.,98.676,1.330,100.195,,,,,
5006,02.03.18 klo 09.10.00 ap.,98.685,1.330,100.196,,,,,
5007,02.03.18 klo 09.20.00 ap.,98.676,1.330,100.195,,,,,
5008,02.03.18 klo 09.30.00 ap.,98.707,1.439,100.199,,,,,
5009,02.03.18 klo 09.40.00 ap.,98.631,1.439,100.191,,,,,
5010,02.03.18 klo 09.50.00 ap.,98.622,1.439,100.190,,,,,
5011,02.03.18 klo 10.00.00 ap.,98.644,1.548,100.192,,,,,
5012,02.03.18 klo 10.10.00 ap.,98.644,1.548,100.192,,,,,
5013,02.03.18 klo 10.20.00 ap.,98.606,1.548,100.188,,,,,
5014,02.03.18 klo 10.30.00 ap.,98.653,1.548,100.193,,,,,
5015,02.03.18 klo 10.40.00 ap.,98.581,1.656,100.186,,,,,
5016,02.03.18 klo 10.50.00 ap.,98.571,1.656,100.185,,,,,
5017,02.03.18 klo 11.00.00 ap.,98.584,1.764,100.186,,,,,
5018,02.03.18 klo 11.10.00 ap.,98.584,1.764,100.186,,,,,
5019,02.03.18 klo 11.20.00 ap.,98.577,1.872,100.185,,,,,
5020,02.03.18 klo 11.30.00 ap.,98.552,1.980,100.183,,,,,
5021,02.03.18 klo 11.40.00 ap.,98.561,1.980,100.184,,,,,
5022,02.03.18 klo 11.50.00 ap.,98.498,2.088,100.177,,,,,
5023,02.03.18 klo 12.00.00 ip.,98.492,2.195,100.176,,,,,
5024,02.03.18 klo 12.10.00 ip.,98.501,2.195,100.177,,,,,
