"Plot Title: LAKSHMI"
"#","Date Time, GMT+00:00","Abs Pres, kPa (LGR S/N: 20183678, SEN S/N: 20183678, LBL: PRES)","Temp, °C (LGR S/N: 20183678, SEN S/N: 20183678, LBL: TMP)","Coupler Detached (LGR S/N: 20183678)","Coupler Attached (LGR S/N: 20183678)","Host Connected (LGR S/N: 20183678)","Stopped (LGR S/N: 20183678)","End Of File (LGR S/N: 20183678)"
6535,04.22.20 klo 01.00.00 ap.,98.511,23.484,,,,,
6536,04.22.20 klo 01.30.00 ap.,98.485,23.581,,,,,
6537,04.22.20 klo 02.00.00 ap.,98.505,23.581,,,,,
6538,04.22.20 klo 02.30.00 ap.,98.465,23.581,,,,,
6539,04.22.20 klo 03.00.00 ap.,98.455,23.581,,,,,
6540,04.22.20 klo 03.30.00 ap.,98.528,23.677,,,,,
6541,04.22.20 klo 04.00.00 ap.,98.558,23.677,,,,,
6542,04.22.20 klo 04.30.00 ap.,98.528,23.677,,,,,
6543,04.22.20 klo 05.00.00 ap.,98.552,23.773,,,,,
6544,04.22.20 klo 05.30.00 ap.,98.624,23.869,,,,,
6545,04.22.20 klo 06.00.00 ap.,98.571,23.773,,,,,
6546,04.22.20 klo 06.30.00 ap.,98.540,23.484,,,,,
6547,04.22.20 klo 07.00.00 ap.,98.546,23.388,,,,,
6548,04.22.20 klo 07.30.00 ap.,98.627,23.196,,,,,
6549,04.22.20 klo 08.00.00 ap.,98.653,23.100,,,,,
6550,04.22.20 klo 08.30.00 ap.,98.775,23.196,,,,,
6551,04.22.20 klo 09.00.00 ap.,98.769,23.292,,,,,
6552,04.22.20 klo 09.30.00 ap.,98.727,23.484,,,,,
6553,04.22.20 klo 10.00.00 ap.,98.731,23.581,,,,,
6554,04.22.20 klo 10.30.00 ap.,98.798,23.773,,,,,
6555,04.22.20 klo 11.00.00 ap.,98.753,23.869,,,,,
6556,04.22.20 klo 11.30.00 ap.,98.747,23.966,,,,,
6557,04.22.20 klo 12.00.00 ip.,98.768,23.773,,,,,
6558,04.22.20 klo 12.30.00 ip.,98.768,23.773,,,,,
6559,04.22.20 klo 01.00.00 ip.,98.725,23.677,,,,,
6560,04.22.20 klo 01.30.00 ip.,98.850,23.581,,,,,
6561,04.22.20 klo 02.00.00 ip.,98.793,23.388,,,,,
6562,04.22.20 klo 02.30.00 ip.,98.806,23.484,,,,,
6563,04.22.20 klo 03.00.00 ip.,98.853,23.677,,,,,
6564,04.22.20 klo 03.30.00 ip.,98.897,23.773,,,,,
6565,04.22.20 klo 04.00.00 ip.,98.881,23.869,,,,,
6566,04.22.20 klo 04.30.00 ip.,98.845,23.966,,,,,
6567,04.22.20 klo 05.00.00 ip.,98.973,23.966,,,,,
6568,04.22.20 klo 05.30.00 ip.,98.906,23.773,,,,,
6569,04.22.20 klo 06.00.00 ip.,98.958,23.581,,,,,
6570,04.22.20 klo 06.30.00 ip.,99.000,23.388,,,,,
6571,04.22.20 klo 07.00.00 ip.,99.025,23.292,,,,,
6572,04.22.20 klo 07.30.00 ip.,99.051,23.196,,,,,
6573,04.22.20 klo 08.00.00 ip.,99.051,23.196,,,,,
6574,04.22.20 klo 08.30.00 ip.,99.051,23.196,,,,,
6575,04.22.20 klo 09.00.00 ip.,99.114,23.292,,,,,
6576,04.22.20 klo 09.30.00 ip.,99.132,23.484,,,,,
6577,04.22.20 klo 10.00.00 ip.,99.189,23.677,,,,,
6578,04.22.20 klo 10.30.00 ip.,99.196,23.869,,,,,
6579,04.22.20 klo 11.00.00 ip.,99.234,24.062,,,,,
6580,04.22.20 klo 11.30.00 ip.,99.228,24.158,,,,,
6581,04.23.20 klo 12.00.00 ap.,99.265,24.351,,,,,
6582,04.23.20 klo 12.30.00 ap.,99.235,24.351,,,,,
6583,04.23.20 klo 01.00.00 ap.,99.249,24.448,,,,,
6584,04.23.20 klo 01.30.00 ap.,99.273,24.545,,,,,
6585,04.23.20 klo 02.00.00 ap.,99.342,24.545,,,,,
6586,04.23.20 klo 02.30.00 ap.,99.375,24.641,,,,,
6587,04.23.20 klo 03.00.00 ap.,99.405,24.641,,,,,
6588,04.23.20 klo 03.30.00 ap.,99.434,24.641,,,,,
6589,04.23.20 klo 04.00.00 ap.,99.405,24.641,,,,,
6590,04.23.20 klo 04.30.00 ap.,99.513,24.641,,,,,
6591,04.23.20 klo 05.00.00 ap.,99.553,24.641,,,,,
6592,04.23.20 klo 05.30.00 ap.,99.669,24.351,,,,,
6593,04.23.20 klo 06.00.00 ap.,99.699,24.351,,,,,
6594,04.23.20 klo 06.30.00 ap.,99.715,24.255,,,,,
6595,04.23.20 klo 07.00.00 ap.,99.780,24.158,,,,,
6596,04.23.20 klo 07.30.00 ap.,99.794,24.255,,,,,
6597,04.23.20 klo 08.00.00 ap.,99.827,24.351,,,,,
6598,04.23.20 klo 08.30.00 ap.,99.884,24.545,,,,,
6599,04.23.20 klo 09.00.00 ap.,99.928,24.641,,,,,
6600,04.23.20 klo 09.30.00 ap.,100.080,24.738,,,,,
6601,04.23.20 klo 10.00.00 ap.,100.096,24.641,,,,,
6602,04.23.20 klo 10.30.00 ap.,100.141,24.545,,,,,
6603,04.23.20 klo 11.00.00 ap.,100.180,24.545,,,,,
6604,04.23.20 klo 11.30.00 ap.,100.175,24.641,,,,,
6605,04.23.20 klo 12.00.00 ip.,100.208,24.738,,,,,
6606,04.23.20 klo 12.30.00 ip.,100.267,24.738,,,,,
6607,04.23.20 klo 01.00.00 ip.,100.323,24.641,,,,,
6608,04.23.20 klo 01.30.00 ip.,100.358,24.545,,,,,
6609,04.23.20 klo 02.00.00 ip.,100.321,24.351,,,,,
6610,04.23.20 klo 02.30.00 ip.,100.396,24.255,,,,,
6611,04.23.20 klo 03.00.00 ip.,100.445,24.255,,,,,
6612,04.23.20 klo 03.30.00 ip.,100.518,24.351,,,,,
6613,04.23.20 klo 04.00.00 ip.,100.562,24.448,,,,,
6614,04.23.20 klo 04.30.00 ip.,100.526,24.545,,,,,
6615,04.23.20 klo 05.00.00 ip.,100.542,24.448,,,,,
6616,04.23.20 klo 05.30.00 ip.,100.619,24.158,,,,,
6617,04.23.20 klo 06.00.00 ip.,100.649,23.677,,,,,
6618,04.23.20 klo 06.30.00 ip.,100.706,23.388,,,,,
6619,04.23.20 klo 07.00.00 ip.,100.790,23.004,,,,,
6620,04.23.20 klo 07.30.00 ip.,100.819,23.004,,,,,
6621,04.23.20 klo 08.00.00 ip.,100.754,23.100,,,,,
6622,04.23.20 klo 08.30.00 ip.,100.851,23.292,,,,,
6623,04.23.20 klo 09.00.00 ip.,100.884,23.388,,,,,
6624,04.23.20 klo 09.30.00 ip.,100.902,23.581,,,,,
6625,04.23.20 klo 10.00.00 ip.,100.935,23.677,,,,,
6626,04.23.20 klo 10.30.00 ip.,100.969,23.773,,,,,
6627,04.23.20 klo 11.00.00 ip.,100.959,23.773,,,,,
6628,04.23.20 klo 11.30.00 ip.,100.933,23.869,,,,,
6629,04.24.20 klo 12.00.00 ap.,101.002,23.869,,,,,
6630,04.24.20 klo 12.30.00 ap.,100.973,23.869,,,,,
6631,04.24.20 klo 01.00.00 ap.,100.983,23.869,,,,,
6632,04.24.20 klo 01.30.00 ap.,100.959,23.773,,,,,
6633,04.24.20 klo 02.00.00 ap.,101.014,23.677,,,,,
6634,04.24.20 klo 02.30.00 ap.,101.073,23.677,,,,,
6635,04.24.20 klo 03.00.00 ap.,101.020,23.581,,,,,
6636,04.24.20 klo 03.30.00 ap.,101.066,23.484,,,,,
6637,04.24.20 klo 04.00.00 ap.,101.066,23.484,,,,,
6638,04.24.20 klo 04.30.00 ap.,101.091,23.388,,,,,
6639,04.24.20 klo 05.00.00 ap.,101.137,23.292,,,,,
6640,04.24.20 klo 05.30.00 ap.,101.182,23.196,,,,,
6641,04.24.20 klo 06.00.00 ap.,101.159,23.100,,,,,
6642,04.24.20 klo 06.30.00 ap.,101.159,23.100,,,,,
6643,04.24.20 klo 07.00.00 ap.,101.159,23.100,,,,,
6644,04.24.20 klo 07.30.00 ap.,101.149,23.100,,,,,
6645,04.24.20 klo 08.00.00 ap.,101.251,23.196,,,,,
6646,04.24.20 klo 08.30.00 ap.,101.261,23.196,,,,,
6647,04.24.20 klo 09.00.00 ap.,101.350,23.196,,,,,
6648,04.24.20 klo 09.30.00 ap.,101.330,23.196,,,,,
6649,04.24.20 klo 10.00.00 ap.,101.360,23.196,,,,,
6650,04.24.20 klo 10.30.00 ap.,101.364,23.292,,,,,
6651,04.24.20 klo 11.00.00 ap.,101.423,23.292,,,,,
6652,04.24.20 klo 11.30.00 ap.,101.384,23.292,,,,,
6653,04.24.20 klo 12.00.00 ip.,101.358,23.388,,,,,
6654,04.24.20 klo 12.30.00 ip.,101.348,23.388,,,,,
6655,04.24.20 klo 01.00.00 ip.,101.319,23.388,,,,,
6656,04.24.20 klo 01.30.00 ip.,101.328,23.388,,,,,
6657,04.24.20 klo 02.00.00 ip.,101.378,23.388,,,,,
6658,04.24.20 klo 02.30.00 ip.,101.368,23.388,,,,,
6659,04.24.20 klo 03.00.00 ip.,101.338,23.388,,,,,
6660,04.24.20 klo 03.30.00 ip.,101.328,23.388,,,,,
6661,04.24.20 klo 04.00.00 ip.,101.328,23.388,,,,,
6662,04.24.20 klo 04.30.00 ip.,101.322,23.484,,,,,
6663,04.24.20 klo 05.00.00 ip.,101.293,23.484,,,,,
6664,04.24.20 klo 05.30.00 ip.,101.316,23.581,,,,,
6665,04.24.20 klo 06.00.00 ip.,101.310,23.677,,,,,
6666,04.24.20 klo 06.30.00 ip.,101.350,23.677,,,,,
6667,04.24.20 klo 07.00.00 ip.,101.275,23.773,,,,,
6668,04.24.20 klo 07.30.00 ip.,101.295,23.773,,,,,
6669,04.24.20 klo 08.00.00 ip.,101.314,23.773,,,,,
6670,04.24.20 klo 08.30.00 ip.,101.235,23.773,,,,,
6671,04.24.20 klo 09.00.00 ip.,101.324,23.773,,,,,
6672,04.24.20 klo 09.30.00 ip.,101.305,23.773,,,,,
6673,04.24.20 klo 10.00.00 ip.,101.314,23.773,,,,,
6674,04.24.20 klo 10.30.00 ip.,101.289,23.869,,,,,
6675,04.24.20 klo 11.00.00 ip.,101.229,23.869,,,,,
6676,04.24.20 klo 11.30.00 ip.,101.229,23.869,,,,,
6677,04.25.20 klo 12.00.00 ap.,101.259,23.869,,,,,
6678,04.25.20 klo 12.30.00 ap.,101.229,23.869,,,,,
6679,04.25.20 klo 01.00.00 ap.,101.210,23.869,,,,,
6680,04.25.20 klo 01.30.00 ap.,101.160,23.869,,,,,
6681,04.25.20 klo 02.00.00 ap.,101.131,23.869,,,,,
6682,04.25.20 klo 02.30.00 ap.,101.101,23.869,,,,,
6683,04.25.20 klo 03.00.00 ap.,101.150,23.869,,,,,
6684,04.25.20 klo 03.30.00 ap.,101.091,23.869,,,,,
6685,04.25.20 klo 04.00.00 ap.,101.022,23.869,,,,,
6686,04.25.20 klo 04.30.00 ap.,101.091,23.869,,,,,
6687,04.25.20 klo 05.00.00 ap.,101.012,23.869,,,,,
6688,04.25.20 klo 05.30.00 ap.,100.963,23.869,,,,,
6689,04.25.20 klo 06.00.00 ap.,100.888,23.966,,,,,
6690,04.25.20 klo 06.30.00 ap.,100.907,23.966,,,,,
6691,04.25.20 klo 07.00.00 ap.,100.919,23.773,,,,,
6692,04.25.20 klo 07.30.00 ap.,100.807,23.677,,,,,
6693,04.25.20 klo 08.00.00 ap.,100.769,23.484,,,,,
6694,04.25.20 klo 08.30.00 ap.,100.667,23.388,,,,,
6695,04.25.20 klo 09.00.00 ap.,100.568,23.388,,,,,
6696,04.25.20 klo 09.30.00 ap.,100.578,23.388,,,,,
6697,04.25.20 klo 10.00.00 ap.,100.460,23.388,,,,,
6698,04.25.20 klo 10.30.00 ap.,100.385,23.484,,,,,
6699,04.25.20 klo 11.00.00 ap.,100.296,23.484,,,,,
6700,04.25.20 klo 11.30.00 ap.,100.152,23.581,,,,,
6701,04.25.20 klo 12.00.00 ip.,100.070,23.773,,,,,
6702,04.25.20 klo 12.30.00 ip.,99.986,23.869,,,,,
6703,04.25.20 klo 01.00.00 ip.,99.869,24.158,,,,,
6704,04.25.20 klo 01.30.00 ip.,99.804,24.255,,,,,
6705,04.25.20 klo 02.00.00 ip.,99.709,24.351,,,,,
6706,04.25.20 klo 02.30.00 ip.,99.634,24.448,,,,,
6707,04.25.20 klo 03.00.00 ip.,99.598,24.545,,,,,
6708,04.25.20 klo 03.30.00 ip.,99.588,24.545,,,,,
6709,04.25.20 klo 04.00.00 ip.,99.484,24.641,,,,,
6710,04.25.20 klo 04.30.00 ip.,99.389,24.738,,,,,
6711,04.25.20 klo 05.00.00 ip.,99.304,24.835,,,,,
6712,04.25.20 klo 05.30.00 ip.,99.249,24.931,,,,,
6713,04.25.20 klo 06.00.00 ip.,99.203,25.028,,,,,
6714,04.25.20 klo 06.30.00 ip.,99.075,25.028,,,,,
6715,04.25.20 klo 07.00.00 ip.,99.105,25.028,,,,,
6716,04.25.20 klo 07.30.00 ip.,98.891,25.125,,,,,
6717,04.25.20 klo 08.00.00 ip.,98.783,25.125,,,,,
6718,04.25.20 klo 08.30.00 ip.,98.639,25.222,,,,,
6719,04.25.20 klo 09.00.00 ip.,98.574,25.319,,,,,
6720,04.25.20 klo 09.30.00 ip.,98.455,25.319,,,,,
6721,04.25.20 klo 10.00.00 ip.,98.282,25.416,,,,,
6722,04.25.20 klo 10.30.00 ip.,98.094,25.416,,,,,
6723,04.25.20 klo 11.00.00 ip.,98.045,25.416,,,,,
6724,04.25.20 klo 11.30.00 ip.,97.980,25.513,,,,,
6725,04.26.20 klo 12.00.00 ap.,97.773,25.513,,,,,
6726,04.26.20 klo 12.30.00 ap.,97.714,25.513,,,,,
6727,04.26.20 klo 01.00.00 ap.,97.635,25.513,,,,,
6728,04.26.20 klo 01.30.00 ap.,97.481,25.610,,,,,
6729,04.26.20 klo 02.00.00 ap.,97.452,25.610,,,,,
6730,04.26.20 klo 02.30.00 ap.,97.294,25.610,,,,,
6731,04.26.20 klo 03.00.00 ap.,97.288,25.708,,,,,
6732,04.26.20 klo 03.30.00 ap.,97.219,25.708,,,,,
6733,04.26.20 klo 04.00.00 ap.,97.248,25.708,,,,,
6734,04.26.20 klo 04.30.00 ap.,97.239,25.708,,,,,
6735,04.26.20 klo 05.00.00 ap.,97.183,25.805,,,,,
6736,04.26.20 klo 05.30.00 ap.,97.173,25.805,,,,,
6737,04.26.20 klo 06.00.00 ap.,97.305,25.902,,,,,
6738,04.26.20 klo 06.30.00 ap.,97.286,25.902,,,,,
6739,04.26.20 klo 07.00.00 ap.,97.292,25.805,,,,,
6740,04.26.20 klo 07.30.00 ap.,97.317,25.708,,,,,
6741,04.26.20 klo 08.00.00 ap.,97.442,25.610,,,,,
6742,04.26.20 klo 08.30.00 ap.,97.461,25.610,,,,,
6743,04.26.20 klo 09.00.00 ap.,97.605,25.513,,,,,
6744,04.26.20 klo 09.30.00 ap.,97.720,25.416,,,,,
6745,04.26.20 klo 10.00.00 ap.,97.791,25.222,,,,,
6746,04.26.20 klo 10.30.00 ap.,97.862,25.028,,,,,
6747,04.26.20 klo 11.00.00 ap.,97.910,24.738,,,,,
6748,04.26.20 klo 11.30.00 ap.,98.086,24.448,,,,,
6749,04.26.20 klo 12.00.00 ip.,98.147,24.255,,,,,
6750,04.26.20 klo 12.30.00 ip.,98.135,23.966,,,,,
6751,04.26.20 klo 01.00.00 ip.,98.270,23.869,,,,,
6752,04.26.20 klo 01.30.00 ip.,98.224,23.966,,,,,
6753,04.26.20 klo 02.00.00 ip.,98.368,23.869,,,,,
6754,04.26.20 klo 02.30.00 ip.,98.398,23.869,,,,,
6755,04.26.20 klo 03.00.00 ip.,98.449,23.677,,,,,
6756,04.26.20 klo 03.30.00 ip.,98.544,23.581,,,,,
6757,04.26.20 klo 04.00.00 ip.,98.439,23.677,,,,,
6758,04.26.20 klo 04.30.00 ip.,98.463,23.773,,,,,
6759,04.26.20 klo 05.00.00 ip.,98.480,23.966,,,,,
6760,04.26.20 klo 05.30.00 ip.,98.445,24.062,,,,,
6761,04.26.20 klo 06.00.00 ip.,98.530,23.966,,,,,
6762,04.26.20 klo 06.30.00 ip.,98.490,23.966,,,,,
6763,04.26.20 klo 07.00.00 ip.,98.490,23.966,,,,,
6764,04.26.20 klo 07.30.00 ip.,98.405,24.062,,,,,
6765,04.26.20 klo 08.00.00 ip.,98.327,24.062,,,,,
6766,04.26.20 klo 08.30.00 ip.,98.267,24.062,,,,,
6767,04.26.20 klo 09.00.00 ip.,98.198,24.062,,,,,
6768,04.26.20 klo 09.30.00 ip.,98.139,24.062,,,,,
6769,04.26.20 klo 10.00.00 ip.,98.041,24.062,,,,,
6770,04.26.20 klo 10.30.00 ip.,97.946,24.158,,,,,
6771,04.26.20 klo 11.00.00 ip.,97.812,24.255,,,,,
6772,04.26.20 klo 11.30.00 ip.,97.697,24.351,,,,,
6773,04.27.20 klo 12.00.00 ap.,97.609,24.351,,,,,
6774,04.27.20 klo 12.30.00 ap.,97.455,24.448,,,,,
6775,04.27.20 klo 01.00.00 ap.,97.297,24.448,,,,,
6776,04.27.20 klo 01.30.00 ap.,97.169,24.448,,,,,
6777,04.27.20 klo 02.00.00 ap.,97.002,24.448,,,,,
6778,04.27.20 klo 02.30.00 ap.,96.858,24.545,,,,,
6779,04.27.20 klo 03.00.00 ap.,96.716,24.448,,,,,
6780,04.27.20 klo 03.30.00 ap.,96.549,24.448,,,,,
6781,04.27.20 klo 04.00.00 ap.,96.372,24.448,,,,,
6782,04.27.20 klo 04.30.00 ap.,96.244,24.448,,,,,
6783,04.27.20 klo 05.00.00 ap.,96.116,24.448,,,,,
6784,04.27.20 klo 05.30.00 ap.,96.067,24.448,,,,,
6785,04.27.20 klo 06.00.00 ap.,95.968,24.448,,,,,
6786,04.27.20 klo 06.30.00 ap.,95.876,24.351,,,,,
6787,04.27.20 klo 07.00.00 ap.,95.925,24.351,,,,,
6788,04.27.20 klo 07.30.00 ap.,95.978,24.448,,,,,
6789,04.27.20 klo 08.00.00 ap.,96.011,24.545,,,,,
6790,04.27.20 klo 08.30.00 ap.,96.123,24.641,,,,,
6791,04.27.20 klo 09.00.00 ap.,96.166,24.738,,,,,
6792,04.27.20 klo 09.30.00 ap.,96.223,24.931,,,,,
6793,04.27.20 klo 10.00.00 ap.,96.282,24.931,,,,,
6794,04.27.20 klo 10.30.00 ap.,96.338,24.835,,,,,
6795,04.27.20 klo 11.00.00 ap.,96.393,24.738,,,,,
6796,04.27.20 klo 11.30.00 ap.,96.458,24.641,,,,,
6797,04.27.20 klo 12.00.00 ip.,96.511,24.738,,,,,
6798,04.27.20 klo 12.30.00 ip.,96.495,24.835,,,,,
6799,04.27.20 klo 01.00.00 ip.,96.706,24.931,,,,,
6800,04.27.20 klo 01.30.00 ip.,96.686,24.931,,,,,
6801,04.27.20 klo 02.00.00 ip.,96.696,24.931,,,,,
6802,04.27.20 klo 02.30.00 ip.,96.725,24.931,,,,,
6803,04.27.20 klo 03.00.00 ip.,96.749,25.028,,,,,
6804,04.27.20 klo 03.30.00 ip.,96.737,25.222,,,,,
6805,04.27.20 klo 04.00.00 ip.,96.810,25.319,,,,,
6806,04.27.20 klo 04.30.00 ip.,96.839,25.319,,,,,
6807,04.27.20 klo 05.00.00 ip.,96.869,25.319,,,,,
6808,04.27.20 klo 05.30.00 ip.,96.957,25.319,,,,,
6809,04.27.20 klo 06.00.00 ip.,97.085,25.319,,,,,
6810,04.27.20 klo 06.30.00 ip.,97.144,25.319,,,,,
6811,04.27.20 klo 07.00.00 ip.,97.121,25.222,,,,,
6812,04.27.20 klo 07.30.00 ip.,97.170,25.222,,,,,
6813,04.27.20 klo 08.00.00 ip.,97.288,25.222,,,,,
6814,04.27.20 klo 08.30.00 ip.,97.288,25.222,,,,,
6815,04.27.20 klo 09.00.00 ip.,97.377,25.222,,,,,
6816,04.27.20 klo 09.30.00 ip.,97.423,25.125,,,,,
6817,04.27.20 klo 10.00.00 ip.,97.507,25.028,,,,,
6818,04.27.20 klo 10.30.00 ip.,97.602,24.931,,,,,
6819,04.27.20 klo 11.00.00 ip.,97.667,24.835,,,,,
6820,04.27.20 klo 11.30.00 ip.,97.717,24.835,,,,,
6821,04.28.20 klo 12.00.00 ap.,97.723,24.738,,,,,
6822,04.28.20 klo 12.30.00 ap.,97.861,24.738,,,,,
6823,04.28.20 klo 01.00.00 ap.,97.880,24.738,,,,,
6824,04.28.20 klo 01.30.00 ap.,97.886,24.641,,,,,
6825,04.28.20 klo 02.00.00 ap.,97.896,24.641,,,,,
6826,04.28.20 klo 02.30.00 ap.,97.965,24.641,,,,,
6827,04.28.20 klo 03.00.00 ap.,98.014,24.641,,,,,
6828,04.28.20 klo 03.30.00 ap.,97.981,24.545,,,,,
6829,04.28.20 klo 04.00.00 ap.,98.011,24.545,,,,,
6830,04.28.20 klo 04.30.00 ap.,98.040,24.545,,,,,
6831,04.28.20 klo 05.00.00 ap.,97.942,24.545,,,,,
6832,04.28.20 klo 05.30.00 ap.,97.981,24.545,,,,,
6833,04.28.20 klo 06.00.00 ap.,97.961,24.545,,,,,
6834,04.28.20 klo 06.30.00 ap.,97.918,24.448,,,,,
6835,04.28.20 klo 07.00.00 ap.,97.829,24.448,,,,,
6836,04.28.20 klo 07.30.00 ap.,97.672,24.448,,,,,
6837,04.28.20 klo 08.00.00 ap.,97.518,24.545,,,,,
6838,04.28.20 klo 08.30.00 ap.,97.484,24.448,,,,,
6839,04.28.20 klo 09.00.00 ap.,97.451,24.351,,,,,
6840,04.28.20 klo 09.30.00 ap.,97.323,24.351,,,,,
6841,04.28.20 klo 10.00.00 ap.,97.254,24.351,,,,,
6842,04.28.20 klo 10.30.00 ap.,97.254,24.351,,,,,
6843,04.28.20 klo 11.00.00 ap.,97.284,24.351,,,,,
6844,04.28.20 klo 11.30.00 ap.,97.317,24.448,,,,,
6845,04.28.20 klo 12.00.00 ip.,97.272,24.545,,,,,
6846,04.28.20 klo 12.30.00 ip.,97.144,24.545,,,,,
6847,04.28.20 klo 01.00.00 ip.,97.315,24.641,,,,,
6848,04.28.20 klo 01.30.00 ip.,97.240,24.738,,,,,
6849,04.28.20 klo 02.00.00 ip.,97.273,24.835,,,,,
6850,04.28.20 klo 02.30.00 ip.,97.188,24.931,,,,,
6851,04.28.20 klo 03.00.00 ip.,97.277,24.931,,,,,
6852,04.28.20 klo 03.30.00 ip.,97.519,24.835,,,,,
6853,04.28.20 klo 04.00.00 ip.,97.579,24.835,,,,,
6854,04.28.20 klo 04.30.00 ip.,97.598,24.835,,,,,
6855,04.28.20 klo 05.00.00 ip.,97.648,24.835,,,,,
6856,04.28.20 klo 05.30.00 ip.,97.707,24.835,,,,,
6857,04.28.20 klo 06.00.00 ip.,97.726,24.835,,,,,
6858,04.28.20 klo 06.30.00 ip.,97.835,24.835,,,,,
6859,04.28.20 klo 07.00.00 ip.,97.947,24.931,,,,,
6860,04.28.20 klo 07.30.00 ip.,97.957,24.931,,,,,
6861,04.28.20 klo 08.00.00 ip.,97.908,24.931,,,,,
6862,04.28.20 klo 08.30.00 ip.,98.002,24.835,,,,,
6863,04.28.20 klo 09.00.00 ip.,98.002,24.835,,,,,
6864,04.28.20 klo 09.30.00 ip.,98.077,24.738,,,,,
6865,04.28.20 klo 10.00.00 ip.,98.054,24.641,,,,,
6866,04.28.20 klo 10.30.00 ip.,98.113,24.641,,,,,
6867,04.28.20 klo 11.00.00 ip.,98.168,24.545,,,,,
6868,04.28.20 klo 11.30.00 ip.,98.188,24.545,,,,,
6869,04.29.20 klo 12.00.00 ap.,98.263,24.448,,,,,
6870,04.29.20 klo 12.30.00 ap.,98.302,24.448,,,,,
6871,04.29.20 klo 01.00.00 ap.,98.352,24.448,,,,,
6872,04.29.20 klo 01.30.00 ap.,98.332,24.448,,,,,
6873,04.29.20 klo 02.00.00 ap.,98.437,24.351,,,,,
6874,04.29.20 klo 02.30.00 ap.,98.456,24.351,,,,,
6875,04.29.20 klo 03.00.00 ap.,98.521,24.255,,,,,
6876,04.29.20 klo 03.30.00 ap.,98.630,24.255,,,,,
6877,04.29.20 klo 04.00.00 ap.,98.699,24.255,,,,,
6878,04.29.20 klo 04.30.00 ap.,98.677,24.448,,,,,
6879,04.29.20 klo 05.00.00 ap.,98.720,24.545,,,,,
6880,04.29.20 klo 05.30.00 ap.,98.685,24.641,,,,,
6881,04.29.20 klo 06.00.00 ap.,98.771,24.835,,,,,
6882,04.29.20 klo 06.30.00 ap.,98.785,24.931,,,,,
6883,04.29.20 klo 07.00.00 ap.,98.868,25.028,,,,,
6884,04.29.20 klo 07.30.00 ap.,98.957,25.028,,,,,
6885,04.29.20 klo 08.00.00 ap.,98.907,25.028,,,,,
6886,04.29.20 klo 08.30.00 ap.,98.957,25.028,,,,,
6887,04.29.20 klo 09.00.00 ap.,98.992,24.931,,,,,
6888,04.29.20 klo 09.30.00 ap.,98.953,24.931,,,,,
6889,04.29.20 klo 10.00.00 ap.,98.884,24.931,,,,,
6890,04.29.20 klo 10.30.00 ap.,98.854,24.931,,,,,
6891,04.29.20 klo 11.00.00 ap.,98.819,25.028,,,,,
6892,04.29.20 klo 11.30.00 ap.,98.757,25.222,,,,,
6893,04.29.20 klo 12.00.00 ip.,98.708,25.222,,,,,
6894,04.29.20 klo 12.30.00 ip.,98.747,25.222,,,,,
6895,04.29.20 klo 01.00.00 ip.,98.655,25.125,,,,,
6896,04.29.20 klo 01.30.00 ip.,98.684,25.125,,,,,
6897,04.29.20 klo 02.00.00 ip.,98.527,25.125,,,,,
6898,04.29.20 klo 02.30.00 ip.,98.645,25.125,,,,,
6899,04.29.20 klo 03.00.00 ip.,98.602,25.028,,,,,
6900,04.29.20 klo 03.30.00 ip.,98.598,24.931,,,,,
6901,04.29.20 klo 04.00.00 ip.,98.738,24.738,,,,,
6902,04.29.20 klo 04.30.00 ip.,98.740,24.545,,,,,
6903,04.29.20 klo 05.00.00 ip.,98.788,24.255,,,,,
6904,04.29.20 klo 05.30.00 ip.,98.957,24.062,,,,,
6905,04.29.20 klo 06.00.00 ip.,98.910,23.869,,,,,
6906,04.29.20 klo 06.30.00 ip.,98.976,23.773,,,,,
6907,04.29.20 klo 07.00.00 ip.,98.982,23.677,,,,,
6908,04.29.20 klo 07.30.00 ip.,99.057,23.581,,,,,
6909,04.29.20 klo 08.00.00 ip.,99.171,23.484,,,,,
6910,04.29.20 klo 08.30.00 ip.,99.193,23.292,,,,,
6911,04.29.20 klo 09.00.00 ip.,99.343,23.100,,,,,
6912,04.29.20 klo 09.30.00 ip.,99.335,22.908,,,,,
6913,04.29.20 klo 10.00.00 ip.,99.401,22.812,,,,,
6914,04.29.20 klo 10.30.00 ip.,99.393,22.621,,,,,
6915,04.29.20 klo 11.00.00 ip.,99.419,22.525,,,,,
6916,04.29.20 klo 11.30.00 ip.,99.405,22.429,,,,,
6917,04.30.20 klo 12.00.00 ap.,99.539,22.333,,,,,
6918,04.30.20 klo 12.30.00 ap.,99.387,22.238,,,,,
6919,04.30.20 klo 01.00.00 ap.,99.506,22.238,,,,,
6920,04.30.20 klo 01.30.00 ap.,99.482,22.142,,,,,
6921,04.30.20 klo 02.00.00 ap.,99.374,22.142,,,,,
6922,04.30.20 klo 02.30.00 ap.,99.399,22.046,,,,,
6923,04.30.20 klo 03.00.00 ap.,99.340,22.046,,,,,
6924,04.30.20 klo 03.30.00 ap.,99.360,22.046,,,,,
6925,04.30.20 klo 04.00.00 ap.,99.419,22.046,,,,,
6926,04.30.20 klo 04.30.00 ap.,99.380,22.046,,,,,
6927,04.30.20 klo 05.00.00 ap.,99.330,22.046,,,,,
